image_url,tweet,label
train\Fog\mist-042.jpg,"The traffic road has low visibility due to dense fog. The sky is obscured, and the road surface is clearly.",0
train\Fog\mist-043.jpg,"The traffic road shows poor air quality, low visibility, and normal road conditions. The sky is hazy.",0
train\Fog\mist-046.jpg,"The traffic road has low visibility, possibly due to suspended particles or moisture in the air. The road appears slightly wet, likely from recent rain. The sky is overcast with no visible sunlight.",0
train\Fog\mist-048.jpg,Visibility is low due to air pollution. Road surface appears slippery. Sky is overcast.,0
train\Fog\mist-049.jpg,"The traffic road shows poor air quality, low visibility, and normal road conditions. The sky appears hazy.",0
train\Fog\mist-052.jpg,"The traffic road is wet, visibility is low, and the sky is overcast.",0
train\Fog\mist-053.jpg,"The traffic road has low visibility due to dense fog. The sky is obscured, and the air quality is poor.",0
train\Fog\mist-057.jpg,"Visibility is low due to particulate matter in the air. The road is wet and slippery, with possible standing water. The sky is overcast, with dim lighting.",0
train\Fog\mist-059.jpg,"The traffic road has low visibility due to rain. The road is wet and slippery with puddles. The sky is overcast, without clear blue skies or sunlight.",0
train\Fog\mist-061.jpg,"The visibility is low due to the weather conditions. The road is wet and slippery, with visible water on the surface. The sky is overcast.",0
train\Fog\mist-062.jpg,"The traffic road appears wet, likely due to rain. Visibility is low, possibly due to the rainy conditions. The sky looks overcast with no visible sunlight.",0
train\Fog\mist-063.jpg,"The traffic road has low visibility due to air pollution. The sky appears hazy, and the road conditions are normal.",0
train\Fog\mist-064.jpg,"The traffic road has low visibility due to fog. The road is wet, making driving cautious. The sky is overcast, creating a gloomy atmosphere.",0
train\Fog\mist-067.jpg,"The air quality is poor, visibility is low, the road is slippery, and the sky is covered with haze.",0
train\Fog\mist-068.jpg,"The traffic road is wet and slippery, with low visibility. The sky is overcast, and the air is humid.",0
train\Fog\mist-071.jpg,"The traffic road has low visibility due to foggy weather. The road is wet, affecting driving safety. The sky is overcast, with dim lighting.",0
train\Fog\mist-072.jpg,"The visibility is low due to fog. The road is wet and slippery, with possible standing water. The sky is overcast, with dim lighting.",0
train\Fog\mist-074.jpg,"The traffic road has low visibility, poor air quality, and the sky is covered with haze.",0
train\Fog\mist-075.jpg,"The traffic road is wet, visibility is low, and the sky is cloudy.",0
train\Fog\mist-080.jpg,"The visibility is low, the sky is overcast, and the road conditions are good.",0
train\Fog\mist-084.jpg,"The traffic road has low visibility, the sky is hazy.",0
train\Fog\mist-088.jpg,"The visibility is low, the sky is overcast. The road appears wet and slippery.",0
train\Fog\mist-098.jpg,"The traffic road has low visibility, the sky is overcast, and the road surface is slippery.",0
train\Fog\mist-101.jpg,"The traffic road shows poor air quality, low visibility, and wet conditions. The sky appears overcast, creating a hazy atmosphere.",0
train\Fog\mist-105.jpg,"The traffic road is wet, visibility is low, and the sky appears cloudy.",0
train\Fog\mist-109.jpg,"The traffic road has low visibility due to fog. The road is slippery, and vehicles need to drive cautiously. The sky is unclear, possibly covered by clouds.",0
train\Fog\mist-110.jpg,"The traffic road appears blurry, with low visibility. The road looks wet and reflective. The sky is overcast, creating a cold, damp atmosphere.",0
train\Fog\mist-111.jpg,"The traffic road has low visibility due to air pollution or mist. The road appears wet, likely from humidity. The sky is overcast with no sunlight.",0
train\Fog\mist-114.jpg,"The traffic road is wet and slippery due to the rain. The sky is overcast, with low visibility.",0
train\Fog\mist-115.jpg,"The traffic road has low visibility due to the presence of water vapor and particles in the air. The road appears wet, with possible standing water. The sky is overcast, creating a dim light.",0
train\Fog\mist-117.jpg,"The traffic road is shrouded in a hazy atmosphere, with low visibility. The road appears wet, likely due to recent rain or mist. The sky is overcast, giving an overall gloomy impression.",0
train\Fog\mist-119.jpg,"The traffic road has low visibility due to a high concentration of water vapor in the air. The road is wet and slippery, with visible puddles. The sky appears overcast.",0
train\Fog\mist-120.jpg,"The traffic road has low visibility, possibly due to mist or fine particles in the air. The road appears wet, likely from moisture. The sky is overcast with no clear blue sky or sunlight.",0
train\Rain\rain_storm-001.jpg,"The traffic road shows poor visibility due to rain. The road is wet, and the sky is overcast.",1
train\Rain\rain_storm-002.jpg,"The traffic road is wet and slippery, with low visibility. The sky appears overcast.",1
train\Rain\rain_storm-003.jpg,"The visibility is low, the sky is hazy. The road surface is wet and slippery.",1
train\Rain\rain_storm-004.jpg,"The traffic road is wet and slippery, likely due to recent rain.",1
train\Rain\rain_storm-005.jpg,"The air is humid, visibility is low, and the road is slippery due to water. The sky's condition is unclear but appears misty.",1
train\Rain\rain_storm-006.jpg,"The traffic road is wet, with visible water splashes and puddles. Visibility is reduced due to raindrops reflecting and scattering light. The sky is overcast, creating a dim atmosphere.",1
train\Rain\rain_storm-007.jpg,"The traffic road appears wet, indicating recent rain.",1
train\Rain\rain_storm-008.jpg,"The traffic road has low visibility due to foggy weather. The road appears wet, potentially affecting vehicle safety. The sky is overcast with no clear blue skies or sunlight.",1
train\Rain\rain_storm-009.jpg,"The traffic road is wet and slippery due to the standing water. The visibility is reduced, and the sky appears overcast with a high humidity level.",1
train\Rain\rain_storm-010.jpg,"The visibility is low due to fog. The road is wet, reflecting the lights of vehicles. The sky is overcast with a grayish hue.",1
train\Rain\rain_storm-011.jpg,"The road surface is wet, likely due to recent rain. The sky appears overcast, with low visibility.",1
train\Rain\rain_storm-012.jpg,"The traffic road is wet, reflecting vehicle lights. The sky appears overcast, reducing visibility.",1
train\Rain\rain_storm-013.jpg,"The traffic road is wet, reflecting vehicle lights. The sky is overcast, reducing visibility.",1
train\Rain\rain_storm-014.jpg,"The traffic road is wet and reflective, with a low visibility due to the rain. The sky is overcast, creating a misty atmosphere.",1
train\Rain\rain_storm-015.jpg,"The traffic road appears wet and reflective, with lights from vehicles and surroundings. The sky is overcast, reducing visibility. The overall weather is damp and hazy.",1
train\Rain\rain_storm-016.jpg,"The traffic road has low visibility due to fog. The road is wet, reflecting vehicle lights. The sky appears overcast with dim lighting.",1
train\Rain\rain_storm-017.jpg,"The weather is overcast, visibility is low. The road is wet and slippery.",1
train\Rain\rain_storm-018.jpg,"The traffic road has low visibility due to raindrops on the windshield. The sky is overcast, and the road is wet.",1
train\Rain\rain_storm-019.jpg,"The traffic road has low visibility due to raindrops on the windshield. The road is wet and slippery with puddles. The sky is overcast, with dim lighting.",1
train\Rain\rain_storm-020.jpg,"The traffic road has a glossy appearance, indicating recent rain. Visibility is low due to the wet road reflectinging light. The sky appears overcast with no clear sunlight or blue skies.",1
train\Rain\rain_storm-022.jpg,"The traffic road has low visibility due to fog. The road is wet, possibly with standing water. The sky is overcast, without clear blue skies or sunlight.",1
train\Rain\rain_storm-026.jpg,"The air is humid, the visibility is low, and the road is wet with standing water. The sky's condition is unclear.",1
train\Rain\rain_storm-030.jpg,"The traffic road is wet, likely due to recent rain. The sky appears overcast, with low visibility.",1
train\Rain\rain_storm-034.jpg,"The weather is humid, with a high level of water vapor. Visibility is reduced due to the mist. The road is wet and has standing water. The sky is overcast.",1
train\Rain\rain_storm-038.jpg,"The air is humid, visibility is low, the road is wet with puddles, and the sky is overcast.",1
train\Rain\rain_storm-042.jpg,"The traffic road has low visibility due to fog. The road is wet, possibly with standing water. The sky is overcast.",1
train\Rain\rain_storm-046.jpg,"The road appears wet, likely from recent rain. The sky is overcast, reducing visibility.",1
train\Rain\rain_storm-050.jpg,"The traffic road has low visibility due to fog. The road is wet, reflecting the lights of the vehicles. The sky appears overcast.",1
train\Rain\rain_storm-054.jpg,"The road appears wet, likely due to rain. The sky is overcast, and visibility is low, possibly due to mist or fine particles in the air.",1
train\Rain\rain_storm-058.jpg,"The traffic road is wet and slippery, with low visibility. The sky is overcast, creating a dim atmosphere.",1
train\Rain\rain_storm-062.jpg,"The traffic road is wet and slippery, with low visibility. The sky is overcast, creating a dim and hazy atmosphere.",1
train\Rain\rain_storm-066.jpg,"The traffic road has low visibility due to fog. The road appears slightly wet, likely from rain or melted snow. The sky is uniformly grayish-white, with no visible clouds.",1
train\Rain\rain_storm-070.jpg,"The air is humid, visibility is low, and the road is wet due to flooding. The sky is overcast with dim lighting.",1
train\Rain\rain_storm-074.jpg,"The traffic road has low visibility, likely due to mist. The road appears wet, possibly from rain. The sky is overcast with no visible sunlight. Overall, the weather is damp and hazy.",1
train\Rain\rain_storm-078.jpg,"The traffic road appears wet, likely due to recent rain. Visibility is low, possibly from rain reflections and refractions. The sky looks overcast with no clear blue or sunlight. Overall, the weather seems damp and hazy.",1
train\Rain\rain_storm-082.jpg,"The road is wet, reflecting surrounding lights. The sky appears overcast, reducing visibility. The water splashes from vehicles obscure the path ahead.",1
train\Rain\rain_storm-086.jpg,"The visibility is low due to high humidity. The road is wet and slippery, with possible standing water. The sky is overcast, with dim lighting.",1
train\Rain\rain_storm-090.jpg,"The traffic road is wet, reflecting vehicle lights. Visibility is low due to the wet surface. The sky appears overcast, suggesting potential rain or recent rainfall.",1
train\Rain\rain_storm-094.jpg,"The traffic road has low visibility due to suspended particles in the air. The road is wet and slippery, possibly with puddles or mud. The sky is overcast with no clear blue sky or sunlight.",1
train\Rain\rain_storm-105.jpg,"The traffic road is obscured by strong winds and heavy rain, making visibility low. The road is wet with puddles, and the sky is covered with dark clouds.",1
train\Rain\rain_storm-106.jpg,"The traffic road has low visibility due to foggy weather. The road is wet, making driving cautious. The sky is overcast, with dim lighting.",1
train\Rain\rain_storm-110.jpg,"The traffic road has low visibility due to wet conditions. The sky is overcast, and the overall weather appears gloomy and damp.",1
train\Rain\rain_storm-114.jpg,"The traffic road is wet, visibility is low, and the sky is overcast.",1
train\Rain\rain_storm-118.jpg,"The visibility is low due to high humidity. The road is slippery, making it difficult for vehicles to drive safely. The sky is overcast, with dim lighting.",1
train\Rain\rain_storm-122.jpg,"The traffic road has low visibility, the sky is hazy.",1
train\Rain\rain_storm-126.jpg,"The road is wet and slippery with visible puddles. Visibility is low due to the weather conditions. The sky is overcast, and the light is dim.",1
train\Rain\rain_storm-130.jpg,"The traffic road appears wet, likely due to recent rain. Visibility is low, possibly from the combination of water and mist. The sky looks overcast with no clear blue or sunlight.",1
train\Rain\rain_storm-134.jpg,"The traffic road is wet and slippery, with poor visibility. The sky is unclear, indicating recent or ongoing precipitation.",1
train\Rain\rain_storm-138.jpg,"The traffic road is wet, likely due to recent rain. The road has some water, but no mud. The sky is overcast, and visibility is average. Overall, the weather is damp, making the road slippery.",1
train\Rain\rain_storm-142.jpg,"The weather is foggy, with low visibility. The road is wet and reflective.",1
train\Rain\rain_storm-146.jpg,"The traffic road is wet, with low visibility. The sky is overcast, and the environment feels damp and hazy.",1
train\Rain\rain_storm-150.jpg,"The traffic road has low visibility due to mist. The wet road surface has puddles, affecting the driving vision and safety. The sky is overcast with no clear blue sky or sunlight.",1
train\Rain\rain_storm-154.jpg,"The weather is overcast, visibility is low due to the flood. The road is wet and slippery with standing water. The sky is dark and cloudy.",1
train\Rain\rain_storm-158.jpg,"The traffic road shows visible water vapor evaporation, low visibility, wet and muddy surface, and unclear sky conditions.",1
train\Rain\rain_storm-162.jpg,"The traffic road is flooded, visibility is low, and the sky condition is unclear.",1
train\Rain\rain_storm-168.jpg,"The traffic road has low visibility due to fog. The road is wet, likely from rain or dew. The sky is overcast with no clear sunlight or clouds visible.",1
train\Rain\rain_storm-172.jpg,"The traffic road has low visibility due to foggy weather. The road is wet, reflectinging the car lights. The sky is overcast with dark clouds.",1
train\Rain\rain_storm-176.jpg,"The traffic road is wet and slippery, with low visibility.",1
train\Rain\rain_storm-180.jpg,"The traffic road is wet, reflecting the surrounding lights. The sky is dark and cloudy, with low visibility due to the wet conditions.",1
train\Rain\rain_storm-186.jpg,"The road appears wet, likely due to recent rain. Visibility is low, possibly due to the rain. The sky looks overcast but not cloudy.",1
train\Rain\rain_storm-191.jpg,"The weather is overcast, with low visibility due to the wet road and water spray. The road is slippery and has visible puddles, indicating recent rain.",1
train\Rain\rain_storm-195.jpg,"The traffic road has low visibility due to rain. The sky is overcast, and the atmosphere feels damp and gloomy.",1
train\Rain\rain_storm-199.jpg,"The road is wet and slippery, likely due to rain or dew. Visibility is low due to mist. The sky appears overcast.",1
train\Rain\rain_storm-203.jpg,"The road surface is wet, likely due to recent rain. The sky appears overcast, with average visibility.",1
train\Rain\rain_storm-207.jpg,"The weather is overcast, visibility is low. The road is wet and reflective.",1
train\Rain\rain_storm-213.jpg,"The weather is overcast, visibility is low due to raindrops on the windshield. The road is wet and slippery.",1
train\Rain\rain_storm-219.jpg,"The traffic road appears hazy, with low visibility. The road is wet and reflective. The sky is overcast, creating a dim atmosphere.",1
train\Rain\rain_storm-225.jpg,"The traffic road is wet, likely due to recent rain. The road has some water, visibility is clear with no fog or smoke. The sky condition is unclear but the environment appears overcast.",1
train\Rain\rain_storm-229.jpg,"The traffic road is covered with mist, reducing visibility. The road surface is slippery. The sky condition is unclear.",1
train\Rain\rain_storm-233.jpg,"The air is humid, visibility is low, the road is wet and slippery with standing water. The sky's condition is unclear.",1
train\Rain\rain_storm-237.jpg,"The traffic road is wet, reducing visibility. The surface reflects vehicle lights and raindrops, appearing blurry. The sky is overcast, with dim lighting but no visible mist or dust. Overall, the weather is damp, affecting driving safety.",1
train\Rain\rain_storm-241.jpg,"The air is humid, the visibility is low, and the road is wet with puddles.",1
train\Rain\rain_storm-245.jpg,"The traffic road appears hazy, with low visibility. The road looks slightly wet, possibly due to morning dew or light rain. The sky is dimly lit, giving a gloomy impression.",1
train\Rain\rain_storm-249.jpg,"The traffic road shows a wet and slippery condition due to the splash of water from the vehicle. The visibility is reduced, and the sky appears overcast.",1
train\Rain\rain_storm-253.jpg,"The road appears wet, likely from recent rain. The sky is overcast with dark clouds, reducing visibility.",1
train\Rain\rain_storm-257.jpg,"The traffic road has low visibility due to raindrops on the glass. The road is wet, and vehicles may need to slow down. The sky is overcast with no clear blue sky or sunlight.",1
train\Rain\rain_storm-261.jpg,"The traffic road shows low visibility due to mist. The wet road reflects vehicle lights, increasing driving difficulty. The sky is unclear but the overall environment appears overcast.",1
train\Rain\rain_storm-265.jpg,"The traffic road appears wet, likely due to rain or melted snow. Visibility is low, and the sky is overcast.",1
train\Rain\rain_storm-269.jpg,"The traffic road is wet and slippery, with low visibility. The sky appears overcast.",1
train\Rain\rain_storm-273.jpg,"The traffic road is covered in dense fog, reducing visibility significantly. The road appears slippery with possible wet or icy patches. The sky is overcast with a grayish hue.",1
train\Rain\rain_storm-277.jpg,"The traffic road has low visibility due to wet conditions. The sky is overcast, and the overall environment appears cloudy.",1
train\Rain\rain_storm-283.jpg,"The traffic road is wet, visibility is low, and the sky is overcast.",1
train\Rain\rain_storm-289.jpg,"The traffic road has low visibility due to fog. The road surface is wet, reflecting the lights of vehicles. The sky appears hazy with light filtering through the clouds.",1
train\Rain\rain_storm-293.jpg,"The road surface is wet, likely due to recent rain. The sky appears overcast, with low visibility possibly from mist or fine particles.",1
train\Rain\rain_storm-297.jpg,"The traffic road is wet, likely due to recent rain. Visibility is low, possibly from a mix of water and vehicle exhaust. The sky appears overcast with no clear blue sky or sunlight.",1
train\Rain\rain_storm-301.jpg,"The traffic road is flooded, reducing visibility. Vehicles splash through the water. The road is slippery. The sky's condition is unclear.",1
train\Rain\rain_storm-305.jpg,"The road is wet, reflecting the surroundings. Visibility is good, with clear outlines of distant buildings and vehicles. The sky is overcast, with no direct sunlight.",1
train\Rain\rain_storm-311.jpg,"Visibility is low due to raindrops on the windshield. Road conditions are slippery. The sky is overcast, indicating poor air quality.",1
train\Rain\rain_storm-315.jpg,"The traffic road shows low visibility due to fog. The road is wet, likely from rain or moisture. The sky appears overcast with dim lighting.",1
train\Rain\rain_storm-319.jpg,"The traffic road has low visibility due to fog. The road is wet, reflecting vehicle lights. The sky appears hazy with soft lighting.",1
train\Rain\rain_storm-323.jpg,"The traffic road has low visibility, possibly due to fine particles or moisture in the air. The road appears wet, likely from recent rain. The sky is overcast with dim lighting.",1
train\Rain\rain_storm-327.jpg,"The traffic road has low visibility due to fog. The road is wet, reflecting vehicle lights. The sky is overcast with no clear sunlight.",1
train\Rain\rain_storm-339.jpg,"The traffic road is wet, likely due to recent rain. The road reflects the surroundings, indicating high visibility. The sky's condition is unclear but suggests overcast weather.",1
train\Rain\rain_storm-343.jpg,"The traffic road is wet, reflecting the surroundings. The sky appears overcast but no precipitation is visible. Visibility is high, but the wet road may affect driving visibility. Overall, the weather is damp and the road conditions are poor.",1
train\Rain\rain_storm-351.jpg,"The road surface appears wet, likely due to recent rain. The sky is overcast, reducing visibility.",1
train\Rain\rain_storm-355.jpg,"The traffic road is wet and slippery due to the standing water. The visibility is reduced, and the sky appears overcast with dim lighting.",1
train\Rain\rain_storm-361.jpg,"The traffic road appears misty, with low visibility. The road looks wet, likely due to rain. The sky is overcast, creating a dim and gloomy atmosphere.",1
train\Rain\rain_storm-365.jpg,"The road is wet, indicating recent rain. Visibility is low due to the reflective wet surface. The sky is overcast with no clear blue sky or sunlight.",1
train\Rain\rain_storm-377.jpg,"The traffic road shows low visibility, with a wet surface reflecting vehicle lights. The sky appears hazy and overcast.",1
train\Rain\rain_storm-381.jpg,"Visibility is low due to raindrops on the windshield. The road is wet, affecting safety. The sky is hazy, indicating poor air quality.",1
train\Rain\rain_storm-385.jpg,The visibility is low due to the presence of water vapor in the air. The road is wet and has visible puddles. The sky appears overcast with no distinct cloud cover.,1
train\Rain\rain_storm-391.jpg,"The traffic road has low visibility due to raindrops on the windshield. The road is slippery, and vehicles need to drive cautiously. The sky is overcast with dim lighting but no visible fog or haze.",1
train\Rain\rain_storm-395.jpg,"The traffic road is wet, visibility is low, and the sky is overcast.",1
train\Rain\rain_storm-399.jpg,"The traffic road is wet and slippery, with low visibility. The sky appears overcast.",1
train\Rain\rain_storm-403.jpg,"The traffic road has low visibility due to foggy weather. The road is wet, making it slippery for vehicles. The sky appears overcast with no clear blue or sunlight.",1
train\Rain\rain_storm-407.jpg,"The traffic road is wet and submerged by sea water. The sky is overcast with heavy clouds, reducing visibility.",1
train\Rain\rain_storm-415.jpg,"The visibility is low due to mist or fine particles in the air. The road appears slightly wet, possibly from rain or another cause. The sky is overcast with dim lighting, giving a hazy impression.",1
train\Rain\rain_storm-419.jpg,"The traffic road is wet and slippery, with low visibility. The sky is overcast, creating a dim atmosphere.",1
train\Rain\rain_storm-423.jpg,"The traffic road has low visibility due to air pollution and particles. The road is wet, reflecting vehicle lights. The sky is overcast with a grayish hue.",1
train\Rain\rain_storm-427.jpg,"The visibility is low due to raindrops on the glass. The sky appears overcast, and the road conditions are poor.",1
train\Rain\rain_storm-431.jpg,"The traffic road shows low visibility due to raindrops on the windshield. The road is wet, reflecting vehicle lights and surrounding light. The sky appears hazy without clear clouds or sunlight.",1
train\Rain\rain_storm-435.jpg,"The traffic road has low visibility due to foggy weather. The road is wet and slippery, reflecting the light of rain. The sky appears overcast with no clear blue or clouds visible.",1
train\Rain\rain_storm-439.jpg,"The traffic road appears wet, reflecting light. The sky is overcast, reducing visibility.",1
train\Rain\rain_storm-443.jpg,"The weather is overcast, visibility is low due to raindrops on the windshield. The road is wet, reflecting surrounding objects.",1
train\Rain\rain_storm-447.jpg,"The traffic road shows low visibility, with a wet surface reflecting the surroundings. The sky appears hazy and overcast.",1
train\Rain\rain_storm-450.jpg,"The traffic road is wet, reflecting vehicle lights and surroundings. The sky is overcast, reducing visibility. The weather is damp, affecting driving safety.",1
train\Rain\rain_storm-454.jpg,"The traffic road is flooded, with wet conditions. The sky is unclear, but it appears to be nighttime or cloudy. Visibility is low due to the water and reflections.",1
train\Rain\rain_storm-458.jpg,"The road is wet and slippery, with low visibility. The sky is overcast, creating a dim and hazy atmosphere.",1
train\Rain\rain_storm-462.jpg,"The air is humid, visibility is low, the road is wet and slippery with splashes of water. The sky is overcast with thick clouds, the light is dim.",1
train\Rain\rain_storm-466.jpg,"The weather is foggy, reducing visibility. The road appears wet, likely due to moisture. The sky is overcast, creating a dim atmosphere.",1
train\Rain\rain_storm-475.jpg,"The traffic road shows low visibility, wet surface with possible standing water. The sky is overcast.",1
train\Rain\rain_storm-481.jpg,The visibility is low due to fog. The road conditions are clear. The sky is overcast.,1
train\Rain\rain_storm-485.jpg,"The traffic road has low visibility due to foggy weather. The road is wet, reflecting the vehicle lights. The sky is overcast with no clear blue sky or sunlight.",1
train\Rain\rain_storm-489.jpg,"The traffic road appears wet, likely due to recent rain. The road looks slightly slippery, and visibility seems affected. The sky is overcast.",1
train\Rain\rain_storm-493.jpg,"The traffic road is covered in a thin layer of mist, reducing visibility. The road appears wet and reflective, with vehicle lights creating a blurred effect. The sky is overcast, giving an overall gloomy atmosphere.",1
train\Rain\rain_storm-497.jpg,"The weather is overcast, visibility is low. The road is wet and slippery.",1
train\Rain\rain_storm-501.jpg,"The traffic road is wet, visibility is low. The sky is overcast, the atmosphere appears gloomy.",1
train\Rain\rain_storm-515.jpg,"The traffic road has low visibility due to mist. The road appears wet, with possible puddles. The sky is overcast, without clear sunlight or blue skies.",1
train\Rain\rain_storm-519.jpg,"The traffic road is wet, indicating recent rain. The sky appears overcast, reducing visibility. The road has visible water streaks, showing it slippery conditions.",1
train\Rain\rain_storm-523.jpg,"The traffic road has low visibility due to foggy weather. The road is wet, reflecting the lights of vehicles. The sky appears hazy.",1
train\Rain\rain_storm-527.jpg,"The traffic road appears wet, likely due to recent rain. The road looks slightly slippery, and visibility seems affected. The sky is overcast.",1
train\Rain\rain_storm-536.jpg,"The visibility is low, likely due to air pollution or moisture. The road appears blurry, possibly from foggy weather. The sky is overcast with no sunlight.",1
train\Rain\rain_storm-549.jpg,"The traffic road has low visibility due to fog. The road is wet, requiring cautious driving. The sky is obscured by the fog.",1
train\Rain\rain_storm-553.jpg,"The visibility is low, likely due to air pollution or moisture. The road appears blurry, possibly from foggy weather. The sky is overcast with no clear blue sky.",1
train\Rain\rain_storm-563.jpg,"The traffic road has low visibility due to fog. The road is wet, possibly with slight water accumulation. The sky appears overcast.",1
train\Rain\rain_storm-568.jpg,"The traffic road appears wet, likely due to recent rain. Visibility is low, possibly due to high humidity. The sky looks overcast but not cloudy.",1
train\Rain\rain_storm-572.jpg,"The traffic road is wet and reflective. The sky is overcast, reducing visibility.",1
train\Rain\rain_storm-576.jpg,"The traffic road appears blurry, with low visibility. The road is wet, reflecting vehicle lights and surrounding light. The sky looks overcast, with dim lighting.",1
train\Rain\rain_storm-580.jpg,"The traffic road has low visibility due to raindrops on the glass. The road is slippery, requiring cautious driving. The sky is overcast, with dim lighting affecting the driver's vision.",1
train\Rain\rain_storm-589.jpg,"The traffic road is wet and slippery due to the rain. The visibility is low, likely due to fog.",1
train\Rain\rain_storm-593.jpg,"The traffic road appears wet, likely due to recent rain. Visibility is low, possibly from rain reflections and refractions. The sky looks overcast but without visible clouds. Overall, the weather seems damp and hazy.",1
train\Rain\rain_storm-597.jpg,"The traffic road is wet, reducing visibility. The sky is overcast, creating a dim atmosphere.",1
train\Rain\rain_storm-601.jpg,"The traffic road is wet, reflecting the lights. The sky is overcast, reducing visibility.",1
train\Rain\rain_storm-605.jpg,"The traffic road has low visibility due to foggy weather. The road is wet, with possible puddles. The sky is overcast, without clear blue skies or sunlight.",1
train\Rain\rain_storm-610.jpg,"The road is wet, likely from recent rain. The sky is overcast, reducing visibility. There are visible water streaks on the road, indicating slippery conditions.",1
train\Rain\rain_storm-614.jpg,"The traffic road has low visibility, likely due to mist or wet conditions. The sky is overcast, and the environment appears damp.",1
train\Rain\rain_storm-618.jpg,"The traffic road has low visibility, possibly due to air particles or moisture. The road appears wet, likely from recent rain. The sky is overcast with dim lighting.",1
train\Rain\rain_storm-622.jpg,"The visibility is low due to fog. The road is wet, likely from rain. The sky is overcast with no clear blue sky.",1
train\Rain\rain_storm-626.jpg,"The visibility is extremely low, the sky is covered with dense fog, and the road surface is slippery.",1
train\Rain\rain_storm-630.jpg,The traffic road is wet and slippery due to flooding. Visibility is low.,1
train\Rain\rain_storm-634.jpg,"The air quality is poor, visibility is low. The road is wet and flooded. The sky is overcast with dim lighting.",1
train\Rain\rain_storm-638.jpg,"The traffic road is wet and slippery, with visible puddles and reflections. Visibility is low, and the sky is overcast.",1
train\Rain\rain_storm-642.jpg,"The traffic road has low visibility due to fog. The road appears wet, likely from recent rain or standing water. The sky is overcast with a grayish hue.",1
train\Rain\rain_storm-646.jpg,"The road appears wet, likely from recent rain. There is some smoke or steam in the air, reducing visibility. The sky is not clearly visible.",1
train\Rain\rain_storm-650.jpg,"The road appears wet, likely from recent rain. Visibility is low due to humidity or light mist. The sky is overcast with dim lighting.",1
train\Rain\rain_storm-654.jpg,"The weather is overcast, visibility is low. The road appears wet with possible puddles.",1
train\Rain\rain_storm-658.jpg,"The weather is hazy, reducing visibility. The road is clear and dry.",1
train\Rain\rain_storm-662.jpg,"The weather is foggy, reducing visibility. The sky is overcast, and the road appears wet.",1
train\Rain\rain_storm-667.jpg,"The traffic road has low visibility, the sky is unclear, and the road surface is wet.",1
train\Rain\rain_storm-676.jpg,"The air quality is poor, visibility is extremely low, and the road surface is slippery. The sky appears hazy.",1
train\Rain\rain_storm-681.jpg,"The traffic road shows poor air quality, low visibility, clear road conditions, and a sky covered in haze.",1
train\Rain\rain_storm-685.jpg,"The traffic road is wet, with a misty atmosphere and low visibility. The surface is slippery due to the water. The sky's condition is unclear, but the environment feels damp.",1
train\Rain\rain_storm-688.jpg,"The air is humid, and the visibility is low. The road is wet and reflective due to the water. The sky's condition is unclear, but the environment appears damp and overcast.",1
train\Rain\rain_storm-692.jpg,"The road is wet, visibility is low. The sky is overcast with thick clouds.",1
train\Rain\rain_storm-696.jpg,"Current visibility is low due to raindrops on the windshield. Road conditions are slippery, affecting safety. The sky appears hazy with soft lighting.",1
train\Rain\rain_storm-700.jpg,"The road is wet, reflecting vehicle lights. The sky is overcast, reducing visibility.",1
train\Rain\rain_storm-704.jpg,"The road is wet, likely from recent rain. The surface reflects vehicle lights, indicating high visibility. The sky appears overcast but not dark.",1
train\Rain\rain_storm-708.jpg,"The traffic road is wet, reducing visibility. The sky is overcast, with dim lighting.",1
train\Sand\dusttornado-001.jpg,"The traffic road has poor visibility due to air pollution. The sky is overcast, and the road condition is clear.",2
train\Sand\dusttornado-002.jpg,"The traffic road has low visibility due to suspended particles in the air. The road appears wet, likely from recent rain or damp conditions. The sky is obscured by a layer of haze.",2
train\Sand\dusttornado-003.jpg,"The traffic road has low visibility, the sky is yellow. Vehicles are driving normally on the road.",2
train\Sand\dusttornado-004.jpg,"The traffic road is covered in a thick layer of dust, reducing visibility. The sky is obscured by the haze, creating a hazy atmosphere. The road appears dry and clear.",2
train\Sand\dusttornado-005.jpg,"The traffic road shows poor air quality, low visibility, and a uniform grayish-brown sky. The road conditions are good, with vehicles driving on the road.",2
train\Sand\dusttornado-006.jpg,"The traffic road has low visibility due to a thick layer of haze. The road appears wet, likely from recent rain. The sky is obscured by the haze.",2
train\Sand\dusttornado-007.jpg,"The traffic road has low visibility due to a large amount of suspended particles in the air. The road appears smooth, but details are unclear due to poor visibility. The sky is hazy with no distinct color.",2
train\Sand\dusttornado-008.jpg,"The traffic road shows poor air quality, low visibility, and clear road conditions. The sky appears hazy.",2
train\Sand\dusttornado-010.jpg,"The air quality is poor, visibility is low, and the sky is orange. The road appears dry with no visible anomalies.",2
train\Sand\dusttornado-012.jpg,"The traffic road has low visibility, possibly due to air pollution. The sky is unclear.",2
train\Sand\dusttornado-013.jpg,"The traffic road has low visibility due to air pollution. The road appears dry and clear. The sky is hazy, indicating poor air quality.",2
train\Sand\dusttornado-014.jpg,"The visibility is low due to weather conditions. The road is wet, with possible standing water. The sky is overcast.",2
train\Sand\dusttornado-015.jpg,"The traffic road has low visibility due to air pollution. The sky is hazy, and the road surface appears dry.",2
